symbol,occurrences,distinct_components,host_present,components,files
serperapi.test,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
set-initial,2,1,no,06_WORKFORCE_AND_ONBOARDING/HRCore,donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/Routes/web.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/routes/web.php
settings,11,11,yes,04_AI_AUTHORING_STUDIO/ai-chat-pro | 04_AI_AUTHORING_STUDIO/ai-chat-pro-entity-highlight | 04_AI_AUTHORING_STUDIO/ai-chat-pro-highlight-to-ask | 04_AI_AUTHORING_STUDIO/content-manager | 05_MEDIA_AND_LEARNING_CONTENT/ai-captions | 05_MEDIA_AND_LEARNING_CONTENT/creative-suite | 05_MEDIA_AND_LEARNING_CONTENT/video-dubbing | 08_DOCUMENTS_EVIDENCE_AND_KNOWLEDGE/JobAssist-upgrade-pass5 | 13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Train v0.7.0,donor:04_AI_AUTHORING_STUDIO/AI_System_Extensions/ai-chat-pro/System\AIChatProServiceProvider.php | donor:04_AI_AUTHORING_STUDIO/AI_System_Extensions/ai-chat-pro-entity-highlight/System\AiChatProEntityHighlightServiceProvider.php | donor:04_AI_AUTHORING_STUDIO/AI_System_Extensions/ai-chat-pro-highlight-to-ask/System\AiChatProHighlightToAskServiceProvider.php | donor:04_AI_AUTHORING_STUDIO/Base_App_System_Extensions/content-manager/System\ContentManagerServiceProvider.php | donor:05_MEDIA_AND_LEARNING_CONTENT/Additional_High_Value/ai-captions/System\AiCaptionsServiceProvider.php | donor:05_MEDIA_AND_LEARNING_CONTENT/Marketing_and_Creative_Extensions/creative-suite/System\CreativeSuiteServiceProvider.php | donor:05_MEDIA_AND_LEARNING_CONTENT/Marketing_and_Creative_Extensions/video-dubbing/System\VideoDubbingServiceProvider.php | donor:08_DOCUMENTS_EVIDENCE_AND_KNOWLEDGE/Modules_for_Titan_BOS/JobAssist-upgrade-pass5/JobAssist/Routes/web.php | donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/routes/web.php | host:routes/panel.php
settings.,3,3,yes,04_AI_AUTHORING_STUDIO/plagiarism | 13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:04_AI_AUTHORING_STUDIO/Base_App_System_Extensions/plagiarism/System\AIPlagiarismServiceProvider.php | donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
settings.index,5,5,no,08_DOCUMENTS_EVIDENCE_AND_KNOWLEDGE/TitanVault | 09_PROPERTY_JOBS_AND_DISPATCH/CleaningJobs | 09_PROPERTY_JOBS_AND_DISPATCH/ManagedPremises | 11_AUDIT_INTEGRATIONS_AND_RECOVERY/TitanRewind-worksuite-upgrade-pass4 | Titan Train v0.7.0,donor:08_DOCUMENTS_EVIDENCE_AND_KNOWLEDGE/Modules_for_Titan_BOS/TitanVault/TitanVault/Routes/web.php | donor:09_PROPERTY_JOBS_AND_DISPATCH/Modules_for_Titan_BOS/CleaningJobs/CleaningJobs/Routes/web.php | donor:09_PROPERTY_JOBS_AND_DISPATCH/Modules_for_Titan_BOS/ManagedPremises/ManagedPremises/Routes/web.php | donor:11_AUDIT_INTEGRATIONS_AND_RECOVERY/Modules_for_Titan_BOS/TitanRewind-worksuite-upgrade-pass4/TitanRewind/Routes/web.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/routes/web.php
settings.save,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
settings.tax.delete,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
settings.tax.save,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
settings.update,10,10,no,04_AI_AUTHORING_STUDIO/ai-chat-pro-entity-highlight | 04_AI_AUTHORING_STUDIO/ai-chat-pro-highlight-to-ask | 04_AI_AUTHORING_STUDIO/content-manager | 05_MEDIA_AND_LEARNING_CONTENT/creative-suite | 05_MEDIA_AND_LEARNING_CONTENT/creative-suite-annotations | 08_DOCUMENTS_EVIDENCE_AND_KNOWLEDGE/JobAssist-upgrade-pass5 | 08_DOCUMENTS_EVIDENCE_AND_KNOWLEDGE/TitanVault | 09_PROPERTY_JOBS_AND_DISPATCH/CleaningJobs | 09_PROPERTY_JOBS_AND_DISPATCH/ManagedPremises | Titan Train v0.7.0,donor:04_AI_AUTHORING_STUDIO/AI_System_Extensions/ai-chat-pro-entity-highlight/System\AiChatProEntityHighlightServiceProvider.php | donor:04_AI_AUTHORING_STUDIO/AI_System_Extensions/ai-chat-pro-highlight-to-ask/System\AiChatProHighlightToAskServiceProvider.php | donor:04_AI_AUTHORING_STUDIO/Base_App_System_Extensions/content-manager/System\ContentManagerServiceProvider.php | donor:05_MEDIA_AND_LEARNING_CONTENT/Marketing_and_Creative_Extensions/creative-suite/System\CreativeSuiteServiceProvider.php | donor:05_MEDIA_AND_LEARNING_CONTENT/Marketing_and_Creative_Extensions/creative-suite-annotations/System\CreativeSuiteAnnotationsServiceProvider.php | donor:08_DOCUMENTS_EVIDENCE_AND_KNOWLEDGE/Modules_for_Titan_BOS/JobAssist-upgrade-pass5/JobAssist/Routes/web.php | donor:08_DOCUMENTS_EVIDENCE_AND_KNOWLEDGE/Modules_for_Titan_BOS/TitanVault/TitanVault/Routes/web.php | donor:09_PROPERTY_JOBS_AND_DISPATCH/Modules_for_Titan_BOS/CleaningJobs/CleaningJobs/Routes/web.php | donor:09_PROPERTY_JOBS_AND_DISPATCH/Modules_for_Titan_BOS/ManagedPremises/ManagedPremises/Routes/web.php | donor:01_TITAN_TRAIN_CANONICAL_CORE/Titan_Train_v0.7.0/routes/web.php
share.image,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
share.workbook,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
shared-credit-costs.,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
shared-credit.adjust,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
shared-credit.balance,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/web.php | host:routes/web.php
shared-credit.cost-preview,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/web.php | host:routes/web.php
shifts,2,1,no,06_WORKFORCE_AND_ONBOARDING/HRCore,donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/Routes/api.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/routes/api.php
shifts.,2,1,no,06_WORKFORCE_AND_ONBOARDING/HRCore,donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/Routes/web.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/routes/web.php
shifts.my-schedule,2,1,no,06_WORKFORCE_AND_ONBOARDING/HRCore,donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/Routes/api.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/routes/api.php
show,16,11,yes,04_AI_AUTHORING_STUDIO/ai-chat-pro-skills | 05_MEDIA_AND_LEARNING_CONTENT/video-editor | 06_WORKFORCE_AND_ONBOARDING/HRCore | 06_WORKFORCE_AND_ONBOARDING/StaffCompliance | 07_COMPLIANCE_ASSESSMENT_AND_QUALITY/compliance-auditing | 08_DOCUMENTS_EVIDENCE_AND_KNOWLEDGE/Documents | 08_DOCUMENTS_EVIDENCE_AND_KNOWLEDGE/TitanVault | 13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | Interaction Engine | MagicAI + WorkCore host | Titan Zero Chatbot PWA,donor:04_AI_AUTHORING_STUDIO/AI_System_Extensions/ai-chat-pro-skills/System\AIChatProSkillsServiceProvider.php | donor:05_MEDIA_AND_LEARNING_CONTENT/Marketing_and_Creative_Extensions/video-editor/System\VideoEditorServiceProvider.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/Routes/api.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/Routes/web.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/routes/api.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/routes/web.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/StaffCompliance/StaffCompliance/Routes/web.php | donor:07_COMPLIANCE_ASSESSMENT_AND_QUALITY/Modules_for_Titan_BOS/compliance-auditing/compliance-auditing/AuditLog/routes/web.php | donor:08_DOCUMENTS_EVIDENCE_AND_KNOWLEDGE/Modules_for_Titan_BOS/Documents/Documents/Routes/web.php | donor:08_DOCUMENTS_EVIDENCE_AND_KNOWLEDGE/Modules_for_Titan_BOS/TitanVault/TitanVault/Routes/web.php | donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | donor:02_GUIDED_INTERACTION_RUNTIME/Interaction_Engine/routes/api.php | donor:02_GUIDED_INTERACTION_RUNTIME/Interaction_Engine/routes/web.php | donor:03_LEARNER_PWA_AND_CHANNELS/Titan_Zero_Chatbot_PWA/System/ChatbotServiceProvider.php | donor:03_LEARNER_PWA_AND_CHANNELS/Titan_Zero_Chatbot_PWA/System/TitanAI/skills/System/SystemAIChatSkillsServiceProvider.php | host:routes/panel.php
single,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
skills.store,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Workforce/routes/api.php | host:app/Domains/WorkCore/System/Modules/Workforce/routes/api.php
smtp.test,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
socialmedia,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
socialmedia.save,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
stablediffusion,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
stablediffusion.test,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
startPrepaidPaymentProcess,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
startSubscriptionProcess,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
startover,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
statistics,3,2,no,06_WORKFORCE_AND_ONBOARDING/HRCore | 07_COMPLIANCE_ASSESSMENT_AND_QUALITY/compliance-auditing,donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/Routes/web.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/routes/web.php | donor:07_COMPLIANCE_ASSESSMENT_AND_QUALITY/Modules_for_Titan_BOS/compliance-auditing/compliance-auditing/AuditLog/routes/web.php
stats,2,1,no,06_WORKFORCE_AND_ONBOARDING/HRCore,donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/Routes/web.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/routes/web.php
status,9,7,yes,05_MEDIA_AND_LEARNING_CONTENT/video-editor | 06_WORKFORCE_AND_ONBOARDING/HRCore | 06_WORKFORCE_AND_ONBOARDING/OnboardingPro | 13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | 13_HOST_INTEGRATION_REFERENCES/TitanZero_Extension_SDK_v2 | MagicAI + WorkCore host | Titan Zero Chatbot PWA,donor:05_MEDIA_AND_LEARNING_CONTENT/Marketing_and_Creative_Extensions/video-editor/System\VideoEditorServiceProvider.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/Routes/api.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/routes/api.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/OnboardingPro/OnboardingPro/Routes/web.php | donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | donor:13_HOST_INTEGRATION_REFERENCES/TitanZero_Extension_SDK_v2/titan-zero-extension-sdk-v2/examples/ExampleChannel/routes/api.php | donor:13_HOST_INTEGRATION_REFERENCES/TitanZero_Extension_SDK_v2/titan-zero-extension-sdk-v2/template/__ExtensionClass__/routes/api.php | donor:03_LEARNER_PWA_AND_CHANNELS/Titan_Zero_Chatbot_PWA/System/ChatbotServiceProvider.php | host:routes/panel.php
store,19,9,yes,04_AI_AUTHORING_STUDIO/ai-chat-pro-skills | 05_MEDIA_AND_LEARNING_CONTENT/video-editor | 06_WORKFORCE_AND_ONBOARDING/HRCore | 06_WORKFORCE_AND_ONBOARDING/StaffCompliance | 08_DOCUMENTS_EVIDENCE_AND_KNOWLEDGE/Documents | 10_VOICE_CHANNELS_AND_TUTORING/chatbot-voice | 13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Zero Chatbot PWA,donor:04_AI_AUTHORING_STUDIO/AI_System_Extensions/ai-chat-pro-skills/System\AIChatProSkillsServiceProvider.php | donor:05_MEDIA_AND_LEARNING_CONTENT/Marketing_and_Creative_Extensions/video-editor/System\VideoEditorServiceProvider.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/Routes/api.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/Routes/web.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/routes/api.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/routes/web.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/StaffCompliance/StaffCompliance/Routes/web.php | donor:08_DOCUMENTS_EVIDENCE_AND_KNOWLEDGE/Modules_for_Titan_BOS/Documents/Documents/Routes/web.php | donor:10_VOICE_CHANNELS_AND_TUTORING/AI_System_Extensions/chatbot-voice/System\ChatbotVoiceServiceProvider.php | donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | donor:03_LEARNER_PWA_AND_CHANNELS/Titan_Zero_Chatbot_PWA/System/ChatbotServiceProvider.php | donor:03_LEARNER_PWA_AND_CHANNELS/Titan_Zero_Chatbot_PWA/System/TitanAI/channels/messaging-core/runtime/System/ChatbotInstagramServiceProvider.php | donor:03_LEARNER_PWA_AND_CHANNELS/Titan_Zero_Chatbot_PWA/System/TitanAI/channels/messaging-core/runtime/System/ChatbotMessengerServiceProvider.php | donor:03_LEARNER_PWA_AND_CHANNELS/Titan_Zero_Chatbot_PWA/System/TitanAI/channels/messaging-core/runtime/System/ChatbotTelegramServiceProvider.php | donor:03_LEARNER_PWA_AND_CHANNELS/Titan_Zero_Chatbot_PWA/System/TitanAI/channels/messaging-core/runtime/System/ChatbotWhatsappServiceProvider.php | donor:03_LEARNER_PWA_AND_CHANNELS/Titan_Zero_Chatbot_PWA/System/TitanAI/features/customer-tags/System/CustomerTagsServiceProvider.php | donor:03_LEARNER_PWA_AND_CHANNELS/Titan_Zero_Chatbot_PWA/System/TitanAI/modules/chatbot-agent/System/ChatbotAgentServiceProvider.php | donor:03_LEARNER_PWA_AND_CHANNELS/Titan_Zero_Chatbot_PWA/System/TitanAI/skills/System/SystemAIChatSkillsServiceProvider.php | host:routes/panel.php
store-update,2,1,no,06_WORKFORCE_AND_ONBOARDING/HRCore,donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/Routes/web.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/routes/web.php
stream.generate,3,3,yes,04_AI_AUTHORING_STUDIO/ai-chat-pro | 13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:04_AI_AUTHORING_STUDIO/AI_System_Extensions/ai-chat-pro/System\AIChatProServiceProvider.php | donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
stripe.cancel,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/webhooks.php | host:routes/webhooks.php
stripe.success,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/webhooks.php | host:routes/webhooks.php
subscription,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
subscription.checkout,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
succesful,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
summary,4,1,no,06_WORKFORCE_AND_ONBOARDING/HRCore,donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/Routes/api.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/Routes/web.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/routes/api.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/routes/web.php
support-tickets.knowledge-article,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/KnowledgeBase/routes/api.php | host:app/Domains/WorkCore/System/Modules/KnowledgeBase/routes/api.php
support.,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
sync,2,1,no,Titan Zero Chatbot PWA,donor:03_LEARNER_PWA_AND_CHANNELS/Titan_Zero_Chatbot_PWA/System/ChatbotServiceProvider.php | donor:03_LEARNER_PWA_AND_CHANNELS/Titan_Zero_Chatbot_PWA/System/TitanAI/modules/chatbot-agent/System/ChatbotAgentServiceProvider.php
team,4,1,no,06_WORKFORCE_AND_ONBOARDING/HRCore,donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/Routes/api.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/Routes/web.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/routes/api.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/routes/web.php
team-attendance,2,1,no,06_WORKFORCE_AND_ONBOARDING/HRCore,donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/Routes/web.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/routes/web.php
team-credit-list-partial,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/web.php | host:routes/web.php
teams,2,1,no,06_WORKFORCE_AND_ONBOARDING/HRCore,donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/Routes/api.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/routes/api.php
teams.,2,1,no,06_WORKFORCE_AND_ONBOARDING/HRCore,donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/Routes/web.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/routes/web.php
teams.members,2,1,no,06_WORKFORCE_AND_ONBOARDING/HRCore,donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/Routes/api.php | donor:06_WORKFORCE_AND_ONBOARDING/Modules_for_Titan_BOS/HRCore/HRCore/routes/api.php
test,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/web.php | host:routes/web.php
test.post,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/web.php | host:routes/web.php
test.stream,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/web.php | host:routes/web.php
testimonials.,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
text,5,5,yes,10_VOICE_CHANNELS_AND_TUTORING/chatbot-voice | 10_VOICE_CHANNELS_AND_TUTORING/elevenlabs-voice-chat | 13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Zero Chatbot PWA,donor:10_VOICE_CHANNELS_AND_TUTORING/AI_System_Extensions/chatbot-voice/System\ChatbotVoiceServiceProvider.php | donor:10_VOICE_CHANNELS_AND_TUTORING/Base_App_System_Extensions/elevenlabs-voice-chat/System\ElevenLabsVoiceChatServiceProvider.php | donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | donor:03_LEARNER_PWA_AND_CHANNELS/Titan_Zero_Chatbot_PWA/System/ChatbotServiceProvider.php | host:routes/panel.php
themes.,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
thumbnail,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
thumbnail.purge,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
thumbnail.save,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/routes/panel.php | host:routes/panel.php
timesheets.decision,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Attendance/routes/api.php | host:app/Domains/WorkCore/System/Modules/Attendance/routes/api.php
timesheets.submit,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/System/Modules/Attendance/routes/api.php | host:app/Domains/WorkCore/System/Modules/Attendance/routes/api.php
