symbol,occurrences,distinct_components,host_present,components,files
env:WORKCORE_COMPANY_HEADER,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_COMPANY_MODEL,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_COMPANY_SESSION_KEY,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_COMPLIANCE_COUNTRY,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_COMPLIANCE_ENABLED,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_COMPLIANCE_REGION,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_COMPLIANCE_ROUTES_ENABLED,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_COMPLIANCE_ROUTE_PREFIX,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_CRM_ACTIVITIES_TABLE,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_CRM_ENABLED,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_CRM_ROUTES_ENABLED,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_CRM_ROUTE_PREFIX,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_CUSTOMERS_TABLE,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_CUSTOMER_CONTACTS_TABLE,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_DEFAULT_COUNTRY,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_DEFAULT_CURRENCY,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_DEFAULT_LOCALE,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_DEFAULT_TIMEZONE,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_DISPATCH_ENABLED,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_DISPATCH_ROUTES_ENABLED,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_DISPATCH_ROUTE_PREFIX,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_ENABLED,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_ENTITLEMENT_RESOLVER,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_EXPANSION_ENABLED,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_EXPANSION_MATCH_THRESHOLD,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_FEATURE_SOURCE_LEDGER,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_FINANCE_ENABLED,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_FINANCE_ROUTES_ENABLED,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_FLEET_ENABLED,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_FLEET_ROUTES_ENABLED,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_FLEET_ROUTE_PREFIX,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_FORMS_ENABLED,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_FORMS_ROUTES_ENABLED,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_FORMS_ROUTE_PREFIX,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_INTELLIGENCE_ENABLED,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_INVENTORY_ENABLED,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_INVENTORY_ROUTES_ENABLED,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_INVENTORY_ROUTE_PREFIX,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_KNOWLEDGE_ENABLED,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_KNOWLEDGE_ROUTES_ENABLED,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_KNOWLEDGE_ROUTE_PREFIX,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_LEADS_TABLE,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_LEAVE_BLOCKS_DISPATCH,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_LEAVE_BLOCKS_ROSTERS,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_MAX_UPLOAD_KB,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_MENU_AUTO_REGISTER,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_MONEY_BUDGETING_ENABLED,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_MONEY_EINVOICING_ENABLED,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_MONEY_EXPENSE_CLAIMS_ENABLED,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_MONEY_PROCUREMENT_ENABLED,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_MONEY_SALES_ENABLED,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_MONEY_WORKFORCE_LOANS_ENABLED,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_NATIVE_AI_ENABLED,5,3,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host | Titan Zero Chatbot PWA,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore_ai.php | donor:03_LEARNER_PWA_AND_CHANNELS/Titan_Zero_Chatbot_PWA/System/TitanAI/workcore-runtime/native-runtime/app/Domains/WorkCore/config/workcore_ai.php | host:app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore_ai.php
env:WORKCORE_NDIS_AGREEMENTS_PERMISSION,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_NDIS_CLAIMS_PERMISSION,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_NDIS_CURRENCY,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_NDIS_DELIVERY_PERMISSION,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_NDIS_ENABLED,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_NDIS_INCIDENTS_PERMISSION,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_NDIS_NOTES_PERMISSION,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_NDIS_PARTICIPANTS_PERMISSION,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_NDIS_PLANS_PERMISSION,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_NDIS_RESTRICTED_NOTES_PERMISSION,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_NDIS_VIEW_PERMISSION,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_NDIS_WORKER_MATCH_PERMISSION,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_OPERATIONS_ENABLED,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_OPERATIONS_ROUTES_ENABLED,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_OPERATIONS_ROUTE_PREFIX,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_OPPORTUNITIES_TABLE,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_OUTBOX_ENABLED,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_OUTBOX_MAX_ATTEMPTS,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_OUTBOX_MAX_RETRY_SECONDS,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_OUTBOX_PROCESSING_TIMEOUT_SECONDS,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_OUTBOX_RETRY_SECONDS,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_OUTBOX_TRANSPORT,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_PAYROLL_CURRENCY,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_PAYROLL_ENABLED,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_PAYROLL_FREQUENCY,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_PEOPLE_ENABLED,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_PERMISSION_RESOLVER,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_PERSIST_ACTIVE_COMPANY,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
env:WORKCORE_PLAN_ENTITLEMENT_RESOLVER,2,2,yes,13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected | MagicAI + WorkCore host,donor:13_HOST_INTEGRATION_REFERENCES/MagicAI_WorkCore_Selected/app/Domains/WorkCore/Config/workcore.php | host:app/Domains/WorkCore/Config/workcore.php
